accepted_family,accepted_genus,accepted_name,region_id,region_eco
Malvaceae,Abutilon,Abutilon pedunculare,BS,Bosques Secos
Malvaceae,Abutilon,Abutilon piurense,DCT,Desierto Cálido Tropical
Malvaceae,Abutilon,Abutilon piurense,MDE,Matorral Desértico
Malvaceae,Abutilon,Abutilon piurense,BS,Bosques Secos
Malvaceae,Acaulimalva,Acaulimalva acaulis,PSH,Puna Húmeda y Seca
Malvaceae,Acaulimalva,Acaulimalva alismatifolia,MA,Mesoandina
Malvaceae,Acaulimalva,Acaulimalva alismatifolia,PAR,Páramo
Malvaceae,Acaulimalva,Acaulimalva betonicifolia,PSH,Puna Húmeda y Seca
Malvaceae,Acaulimalva,Acaulimalva crenata,PSH,Puna Húmeda y Seca
Malvaceae,Acaulimalva,Acaulimalva crenata,PAR,Páramo
Malvaceae,Acaulimalva,Acaulimalva hillii,MA,Mesoandina
Malvaceae,Acaulimalva,Acaulimalva hillii,PSH,Puna Húmeda y Seca
Malvaceae,Acaulimalva,Acaulimalva rhizantha,MA,Mesoandina
Malvaceae,Acaulimalva,Acaulimalva rhizantha,PSH,Puna Húmeda y Seca
Malvaceae,Acaulimalva,Acaulimalva richii,PSH,Puna Húmeda y Seca
Malvaceae,Acaulimalva,Acaulimalva richii,AA,Altoandina
Malvaceae,Acaulimalva,Acaulimalva stuebelii,PAR,Páramo
Malvaceae,Acaulimalva,Acaulimalva sulphurea,PSH,Puna Húmeda y Seca
Malvaceae,Acaulimalva,Acaulimalva sulphurea,PAR,Páramo
Malvaceae,Acaulimalva,Acaulimalva weberbaueri,PSH,Puna Húmeda y Seca
Malvaceae,Andeimalva,Andeimalva machupicchensis,BMHM,Bosques Muy Húmedos Montanos
Malvaceae,Andeimalva,Andeimalva spiciformis,MA,Mesoandina
Malvaceae,Cristaria,Cristaria multifida,DST,Desierto Semicálido Tropical
Malvaceae,Cristaria,Cristaria multifida,MDE,Matorral Desértico
Malvaceae,Fuertesimalva,Fuertesimalva corniculata,DST,Desierto Semicálido Tropical
Malvaceae,Fuertesimalva,Fuertesimalva corniculata,MDE,Matorral Desértico
Malvaceae,Fuertesimalva,Fuertesimalva leptocalyx,MDE,Matorral Desértico
Malvaceae,Fuertesimalva,Fuertesimalva leptocalyx,MA,Mesoandina
Malvaceae,Fuertesimalva,Fuertesimalva pennellii,MA,Mesoandina
Malvaceae,Fuertesimalva,Fuertesimalva stipulata,MDE,Matorral Desértico
Malvaceae,Gaya,Gaya atiquipana,DST,Desierto Semicálido Tropical
Malvaceae,Gaya,Gaya calyptrata,DST,Desierto Semicálido Tropical
Malvaceae,Gaya,Gaya calyptrata,NDE,Matorral Desértico
Malvaceae,Gaya,Gaya calyptrata,MA,Mesoandina
Malvaceae,Gaya,Gaya mollendoensis,DST,Desierto Semicálido Tropical
Malvaceae,Gaya,Gaya nutans,BS,Bosques Secos
Malvaceae,Gaya,Gaya peruviana,MDE,Matorral Desértico
Malvaceae,Gaya,Gaya peruviana,MA,Mesoandina
Malvaceae,Gaya,Gaya peruviana,PAR,Páramo
Malvaceae,Gaya,Gaya triflora,NA,Sin datos
Malvaceae,Gaya,Gaya weberbaueri,MDE,Matorral Desértico
Malvaceae,Gaya,Gaya weberbaueri,BS,Bosques Secos
Malvaceae,Gossypium,Gossypium raimondii,DST,Desierto Semicálido Tropical
Malvaceae,Gossypium,Gossypium raimondii,MDE,Matorral Desértico
Malvaceae,Hibiscus,Hibiscus chancoae,BHA,Bosques Húmedos Amazónicos
Malvaceae,Malvastrum,Malvastrum scoparioides,MDE,Matorral Desértico
Malvaceae,Malvastrum,Malvastrum scoparioides,MA,Mesoandina
Malvaceae,Nototriche,Nototriche antoniana,AA,Altoandina
Malvaceae,Nototriche,Nototriche aretioides,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche aretioides,AA,Altoandina
Malvaceae,Nototriche,Nototriche argyllioides,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche armeriifolia,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche artemisioides,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche artemisioides,PAR,Páramo
Malvaceae,Nototriche,Nototriche borussica,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche castelnaeana,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche castelnaeana,AA,Altoandina
Malvaceae,Nototriche,Nototriche coccinea,AA,Altoandina
Malvaceae,Nototriche,Nototriche cupuliforme,AA,Altoandina
Malvaceae,Nototriche,Nototriche digitulifolia,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche dissecta,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche dissecta,AA,Altoandina
Malvaceae,Nototriche,Nototriche ellipticifolia,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche epileuca,AA,Altoandina
Malvaceae,Nototriche,Nototriche erinacea,AA,Altoandina
Malvaceae,Nototriche,Nototriche foetida,AA,Altoandina
Malvaceae,Nototriche,Nototriche glacialis,AA,Altoandina
Malvaceae,Nototriche,Nototriche gracilens,AA,Altoandina
Malvaceae,Nototriche,Nototriche longituba,AA,Altoandina
Malvaceae,Nototriche,Nototriche lopezii,PAR,Páramo
Malvaceae,Nototriche,Nototriche macleanii,AA,Altoandina
Malvaceae,Nototriche,Nototriche nigrescens,AA,Altoandina
Malvaceae,Nototriche,Nototriche obtusa,AA,Altoandina
Malvaceae,Nototriche,Nototriche ovalifolia,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche pellicea,AA,Altoandina
Malvaceae,Nototriche,Nototriche peruviana,AA,Altoandina
Malvaceae,Nototriche,Nototriche pseudopichinchensis,NA,Sin datos
Malvaceae,Nototriche,Nototriche salina,AA,Altoandina
Malvaceae,Nototriche,Nototriche staffordiae,AA,Altoandina
Malvaceae,Nototriche,Nototriche stenopetala,AA,Altoandina
Malvaceae,Nototriche,Nototriche sulcata,AA,Altoandina
Malvaceae,Nototriche,Nototriche tovari,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche tovari,AA,Altoandina
Malvaceae,Nototriche,Nototriche ulophylla,AA,Altoandina
Malvaceae,Nototriche,Nototriche vargasii,PSH,Puna Húmeda y Seca
Malvaceae,Nototriche,Nototriche vargasii,AA,Altoandina
Malvaceae,Palaua,Palaua camanensis,DST,Desierto Semicálido Tropical
Malvaceae,Palaua,Palaua guentheri,DST,Desierto Semicálido Tropical
Malvaceae,Palaua,Palaua malvifolia,DST,Desierto Semicálido Tropical
Malvaceae,Palaua,Palaua rhombifolia,DST,Desierto Semicálido Tropical
Malvaceae,Palaua,Palaua tomentosa,DST,Desierto Semicálido Tropical
Malvaceae,Palaua,Palaua trisepala,DST,Desierto Semicálido Tropical
Malvaceae,Palaua,Palaua velutina,DST,Desierto Semicálido Tropical
Malvaceae,Palaua,Palaua velutina,MDE,Matorral Desértico
Malvaceae,Pavonia,Pavonia insperabilis,BHA,Bosques Húmedos Amazónicos
Malvaceae,Pavonia,Pavonia longitudinalis,BHA,Bosques Húmedos Amazónicos
Malvaceae,Pavonia,Pavonia parva,BMHP,Bosques Muy Húmedos Premontanos
Malvaceae,Pavonia,Pavonia parva,BHA,Bosques Húmedos Amazónicos
Malvaceae,Pavonia,Pavonia rudis,BMHM,Bosques Muy Húmedos Montanos
Malvaceae,Pseudabutilon,Pseudabutilon cowanii,BMHM,Bosques Muy Húmedos Montanos
Malvaceae,Pseudabutilon,Pseudabutilon nigropunctulatum,MA,Mesoandina
Malvaceae,Pseudabutilon,Pseudabutilon nigropunctulatum,BS,Bosques Secos
Malvaceae,Tarasa,Tarasa cerratei,PSH,Puna Húmeda y Seca
Malvaceae,Tarasa,Tarasa corrugata,MA,Mesoandina
Malvaceae,Tarasa,Tarasa marinii,MA,Mesoandina
Malvaceae,Tarasa,Tarasa rhombifolia,MA,Mesoandina
Malvaceae,Tarasa,Tarasa thyrsoidea,DST,Desierto Semicálido Tropical
Malvaceae,Tarasa,Tarasa thyrsoidea,MDE,Matorral Desértico
Malvaceae,Tetrasida,Tetrasida chachapoyensis,BMHM,Bosques Muy Húmedos Montanos
Malvaceae,Tetrasida,Tetrasida chachapoyensis,BMHP,Bosques Muy Húmedos Premontanos
Malvaceae,Tetrasida,Tetrasida serrulata,BS,Bosques Secos
Malvaceae,Tetrasida,Tetrasida weberbaueri,BS,Bosques Secos
Malvaceae,Wissadula,Wissadula fuscorosea,MDE,Matorral Desértico
Malvaceae,Wissadula,Wissadula pavonii,NA,Sin datos
Marantaceae,Goeppertia,Goeppertia jocosa,BHA,Bosques Húmedos Amazónicos
Marantaceae,Goeppertia,Goeppertia longipetiolata,BMHP,Bosques Muy Húmedos Premontanos
Marantaceae,Goeppertia,Goeppertia longipetiolata,BHA,Bosques Húmedos Amazónicos
Marantaceae,Goeppertia,Goeppertia pseudoveitchiana,NA,Sin datos
Marantaceae,Goeppertia,Goeppertia schunkei,BHA,Bosques Húmedos Amazónicos
Marantaceae,Goeppertia,Goeppertia ulotricha,BHA,Bosques Húmedos Amazónicos
Marantaceae,Ischnosiphon,Ischnosiphon caudatus,BHA,Bosques Húmedos Amazónicos
Marantaceae,Ischnosiphon,Ischnosiphon fusiformis,BMHP,Bosques Muy Húmedos Premontanos
Marantaceae,Ischnosiphon,Ischnosiphon fusiformis,BHA,Bosques Húmedos Amazónicos
Marantaceae,Ischnosiphon,Ischnosiphon parvifolius,BHA,Bosques Húmedos Amazónicos
Marcgraviaceae,Marcgravia,Marcgravia williamsii,BHA,Bosques Húmedos Amazónicos
Marcgraviaceae,Marcgraviastrum,Marcgraviastrum obovatum,BMHP,Bosques Muy Húmedos Premontanos
Marcgraviaceae,Schwartzia,Schwartzia magnifica,BMHM,Bosques Muy Húmedos Montanos
Marcgraviaceae,Souroubea,Souroubea didyma,BMHM,Bosques Muy Húmedos Montanos
Marcgraviaceae,Souroubea,Souroubea peruviana,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Adelobotrys,Adelobotrys praetexta,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Adelobotrys,Adelobotrys praetexta,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Adelobotrys,Adelobotrys ruokolainenii,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Alloneuron,Alloneuron liron,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Alloneuron,Alloneuron majus,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Alloneuron,Alloneuron majus,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Alloneuron,Alloneuron ronliesneri,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Axinaea,Axinaea glandulosa,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Axinaea,Axinaea mertensioides,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Axinaea,Axinaea nitida,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Axinaea,Axinaea pennellii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Axinaea,Axinaea tomentosa,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Axinaea,Axinaea tovarii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Axinaea,Axinaea weberbaueri,BPM,Bosques Pluviales Montanos
Melastomataceae,Blakea,Blakea standleyana,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Blakea,Blakea standleyana,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Brachyotum,Brachyotum angustifolium,PAR,Páramo
Melastomataceae,Brachyotum,Brachyotum angustifolium,BPM,Bosques Pluviales Montanos
Melastomataceae,Brachyotum,Brachyotum barbeyanum,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum cogniauxii,PAR,Páramo
Melastomataceae,Brachyotum,Brachyotum cogniauxii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum coronatum,BPM,Bosques Pluviales Montanos
Melastomataceae,Brachyotum,Brachyotum coronatum,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum cutervoanum,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum figueroae,PSH,Puna Húmeda y Seca
Melastomataceae,Brachyotum,Brachyotum figueroae,PAR,Páramo
Melastomataceae,Brachyotum,Brachyotum huancavelicae,MA,Mesoandina
Melastomataceae,Brachyotum,Brachyotum intermedium,NA,Sin datos
Melastomataceae,Brachyotum,Brachyotum longisepalum,PSH,Puna Húmeda y Seca
Melastomataceae,Brachyotum,Brachyotum longisepalum,PAR,Páramo
Melastomataceae,Brachyotum,Brachyotum lutescens,MA,Mesoandina
Melastomataceae,Brachyotum,Brachyotum lutescens,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum maximowiczii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum maximowiczii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum multinervium,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum multituberculatum,PAR,Páramo
Melastomataceae,Brachyotum,Brachyotum parvifolium,PAR,Páramo
Melastomataceae,Brachyotum,Brachyotum parvifolium,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum radula,MA,Mesoandina
Melastomataceae,Brachyotum,Brachyotum radula,PAR,Páramo
Melastomataceae,Brachyotum,Brachyotum radula,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum rosmarinifolium,PSH,Puna Húmeda y Seca
Melastomataceae,Brachyotum,Brachyotum rosmarinifolium,AA,Altoandina
Melastomataceae,Brachyotum,Brachyotum tyrianthinum,MA,Mesoandina
Melastomataceae,Brachyotum,Brachyotum virescens,BPM,Bosques Pluviales Montanos
Melastomataceae,Brachyotum,Brachyotum virescens,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Brachyotum,Brachyotum weberbaueri,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Centradeniastrum,Centradeniastrum roseum,MA,Mesoandina
Melastomataceae,Centronia,Centronia peruviana,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia formicofoliosa,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Miconia,Miconia heteronervis,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia adventitia,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Miconia,Miconia ernstulei,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Ernestia,Ernestia quadriseta,NA,Sin datos
Melastomataceae,Graffenrieda,Graffenrieda cinna,NA,Sin datos
Melastomataceae,Graffenrieda,Graffenrieda foliosa,NA,Sin datos
Melastomataceae,Graffenrieda,Graffenrieda robusta,NA,Sin datos
Melastomataceae,Graffenrieda,Graffenrieda trichanthera,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Graffenrieda,Graffenrieda tristis,NA,Sin datos
Melastomataceae,Huberia,Huberia cogniauxii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Huberia,Huberia staminodia,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Huberia,Huberia weberbaueriana,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia fictilis,NA,Sin datos
Melastomataceae,Miconia,Miconia peltifolia,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Miconia,Miconia raimondiana,NA,Sin datos
Melastomataceae,Miconia,Miconia secunrotundifolia,NA,Sin datos
Melastomataceae,Meriania,Meriania amischophylla,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Meriania,Meriania cuzcoana,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Meriania,Meriania prunifolia,NA,Sin datos
Melastomataceae,Meriania,Meriania rugosa,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Meriania,Meriania tetraquetra,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Meriania,Meriania vargasii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Meriania,Meriania vilcabambensis,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Meriania,Meriania weberbaueri,NA,Sin datos
Melastomataceae,Miconia,Miconia adinantha,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia aligera,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia alpina,PSH,Puna Húmeda y Seca
Melastomataceae,Miconia,Miconia aprica,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia atrofusca,NA,Sin datos
Melastomataceae,Miconia,Miconia ayacuchensis,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia brachyanthera,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia brevistylis,NA,Sin datos
Melastomataceae,Miconia,Miconia caerulea,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia carpishana,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia cauingia,NA,Sin datos
Melastomataceae,Miconia,Miconia choriophylla,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia ciliaris,NA,Sin datos
Melastomataceae,Miconia,Miconia clivorum,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia cookii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia crassifolia,NA,Sin datos
Melastomataceae,Miconia,Miconia crassipes,PAR,Páramo
Melastomataceae,Miconia,Miconia crassipes,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia crassistigma,NA,Sin datos
Melastomataceae,Miconia,Miconia cremophylla,NA,Sin datos
Melastomataceae,Miconia,Miconia dasyclada,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia demissifolia,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia demissifolia,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia divisoriana,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia dumetosa,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia egregia,MA,Mesoandina
Melastomataceae,Miconia,Miconia expansa,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia falcata,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia ferreyrae,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia firma,MA,Mesoandina
Melastomataceae,Miconia,Miconia floccosa,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia floccosa,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia fruticulosa,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia glomerata,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia glutinosa,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia griffisii,NA,Sin datos
Melastomataceae,Miconia,Miconia grisea,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia hamata,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia heteromera,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Miconia,Miconia hexapetala,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia hexapetala,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia histothrix,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia hospitalis,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia hospitalis,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia huanucensis,NA,Sin datos
Melastomataceae,Miconia,Miconia hutchisonii,MA,Mesoandina
Melastomataceae,Miconia,Miconia icosandra,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia integrifolia,NA,Sin datos
Melastomataceae,Miconia,Miconia koepckeana,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia lachnoclada,PSH,Puna Húmeda y Seca
Melastomataceae,Miconia,Miconia lachnoclada,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia laciniata,MDE,Matorral Desértico
Melastomataceae,Miconia,Miconia lambayequensis,MDE,Matorral Desértico
Melastomataceae,Miconia,Miconia lechleri,NA,Sin datos
Melastomataceae,Miconia,Miconia lilacina,NA,Sin datos
Melastomataceae,Miconia,Miconia longiracemosa,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Miconia,Miconia loretensis,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia lugubris,NA,Sin datos
Melastomataceae,Miconia,Miconia lutescens,MA,Mesoandina
Melastomataceae,Miconia,Miconia madisonii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia malatestae,NA,Sin datos
Melastomataceae,Miconia,Miconia media,MA,Mesoandina
Melastomataceae,Miconia,Miconia media,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia media,MA,Mesoandina
Melastomataceae,Miconia,Miconia membranacea,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia miles-morganii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia modica,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia molinopampana,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia mollis,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia monzoniensis,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia neriifolia,NA,Sin datos
Melastomataceae,Miconia,Miconia nigricans,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia nigricans,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia nobilis,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia opacifolia,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia ottikeri,PSH,Puna Húmeda y Seca
Melastomataceae,Miconia,Miconia paradisica,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia spennerostachya,NA,Sin datos
Melastomataceae,Miconia,Miconia polychaeta,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia polytopica,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia pulgari,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia punicea,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia quadrifolia,NA,Sin datos
Melastomataceae,Miconia,Miconia reflexipila,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia rufiramea,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia saltuensis,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia saxatilis,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia secundifolia,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia secundifolia,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia semisterilis,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia spichigeri,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Miconia,Miconia subglabra,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Miconia,Miconia subulipetala,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Miconia,Miconia sulcata,NA,Sin datos
Melastomataceae,Miconia,Miconia terborghii,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia terborghii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia thaminantha,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia thaminantha,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia thysanophylla,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Miconia,Miconia tiri,NA,Sin datos
Melastomataceae,Miconia,Miconia trichogona,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia urbaniana,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Miconia,Miconia uvida,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Miconia,Miconia vargasii,BPM,Bosques Pluviales Montanos
Melastomataceae,Miconia,Miconia vitiflora,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia weberbaueri,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia wolfei,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia woytkowskii,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Microlicia,Microlicia sphagnicola,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Microlicia,Microlicia weddellii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Monochaetum,Monochaetum subglabrum,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Mouriri,Mouriri exadenia,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Salpinga,Salpinga ciliata,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Salpinga,Salpinga peruviana,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Tibouchina,Tibouchina brevisepala,BPM,Bosques Pluviales Montanos
Melastomataceae,Chaetogastra,Chaetogastra echinata,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Chaetogastra,Chaetogastra fulvipilis,BPM,Bosques Pluviales Montanos
Melastomataceae,Chaetogastra,Chaetogastra hutchisonii,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Chaetogastra,Chaetogastra incarum,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Chaetogastra,Chaetogastra mariae,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Chaetogastra,Chaetogastra pulcherrima,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Chaetogastra,Chaetogastra repens,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Chaetogastra,Chaetogastra sandiensis,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Chaetogastra,Chaetogastra saxosa,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Chaetogastra,Chaetogastra wasshausenii,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Chaetogastra,Chaetogastra weberbaueri,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Miconia,Miconia gonoptera,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Blakea,Blakea pascoensis,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Triolena,Triolena allardii,BMHM,Bosques Muy Húmedos Montanos
Melastomataceae,Triolena,Triolena allardii,BMHP,Bosques Muy Húmedos Premontanos
Melastomataceae,Votomita,Votomita pubescens,BHA,Bosques Húmedos Amazónicos
Melastomataceae,Wurdastom,Wurdastom dudleyi,BMHM,Bosques Muy Húmedos Montanos
Meliaceae,Cedrela,Cedrela weberbaueri,MA,Mesoandina
Meliaceae,Cedrela,Cedrela weberbaueri,BS,Bosques Secos
Meliaceae,Guarea,Guarea casimiriana,BHA,Bosques Húmedos Amazónicos
Meliaceae,Trichilia,Trichilia ulei,BHA,Bosques Húmedos Amazónicos
Menispermaceae,Disciphania,Disciphania convolvulacea,BMHP,Bosques Muy Húmedos Premontanos
Menispermaceae,Odontocarya,Odontocarya monandra,BMHP,Bosques Muy Húmedos Premontanos
