accepted_family,accepted_genus,accepted_name,region_id,region_eco
Asteraceae,Diplostephium,Diplostephium sandiense,BPM,Bosques Pluviales Montanos
Asteraceae,Diplostephium,Diplostephium serratifolium,MA,Mesoandina
Asteraceae,Diplostephium,Diplostephium vermiculatum,NA,Sin datos
Asteraceae,Diplostephium,Diplostephium weberbaueri,MA,Mesoandina
Asteraceae,Diplostephium,Diplostephium wurdackii,PAR,Páramo
Asteraceae,Dyssodia,Dyssodia friasensis,MDE,Matorral Desértico
Asteraceae,Dyssodia,Dyssodia jelskii,MA,Mesoandina
Asteraceae,Dyssodia,Dyssodia lopez-mirandae,MA,Mesoandina
Asteraceae,Dyssodia,Dyssodia remota,MA,Mesoandina
Asteraceae,Ellenbergia,Ellenbergia glandulata,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Ellenbergia,Ellenbergia glandulata,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Encelia,Encelia pilosiflora,DST,Desierto Semicálido Tropical
Asteraceae,Erigeron,Erigeron incaicus,MA,Mesoandina
Asteraceae,Erigeron,Erigeron minusculus,NA,Sin datos
Asteraceae,Ferreyranthus,Ferreyranthus excelsus,MA,Mesoandina
Asteraceae,Ferreyranthus,Ferreyranthus excelsus,BS,Bosques Secos
Asteraceae,Ferreyranthus,Ferreyranthus fruticosus,MA,Mesoandina
Asteraceae,Ferreyranthus,Ferreyranthus fruticosus,BS,Bosques Secos
Asteraceae,Ferreyranthus,Ferreyranthus gentryi,BS,Bosques Secos
Asteraceae,Ferreyranthus,Ferreyranthus ramonii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Ferreyranthus,Ferreyranthus rugosus,MA,Mesoandina
Asteraceae,Ferreyranthus,Ferreyranthus rugosus,BS,Bosques Secos
Asteraceae,Ferreyranthus,Ferreyranthus vaginans,MA,Mesoandina
Asteraceae,Ferreyranthus,Ferreyranthus vernonioides,MA,Mesoandina
Asteraceae,Ferreyrella,Ferreyrella cuatrecasasii,MA,Mesoandina
Asteraceae,Fleischmannia,Fleischmannia altihuanucana,MA,Mesoandina
Asteraceae,Fleischmannia,Fleischmannia cajamarcensis,MA,Mesoandina
Asteraceae,Fleischmannia,Fleischmannia davidsmithii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Fleischmannia,Fleischmannia davidsmithii,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Fleischmannia,Fleischmannia ferreyrii,MA,Mesoandina
Asteraceae,Fleischmannia,Fleischmannia fragilis,MA,Mesoandina
Asteraceae,Fleischmannia,Fleischmannia lithophila,MA,Mesoandina
Asteraceae,Fleischmannia,Fleischmannia mercedensis,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Fleischmannia,Fleischmannia petiolata,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Fleischmannia,Fleischmannia petiolata,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Fleischmannia,Fleischmannia quirozii,MDE,Matorral Desértico
Asteraceae,Fleischmannia,Fleischmannia rhodotephra,MA,Mesoandina
Asteraceae,Fleischmannia,Fleischmannia sagasteguii,MDE,Matorral Desértico
Asteraceae,Fleischmannia,Fleischmannia vargasii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Fleischmannia,Fleischmannia vargasii,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Flourensia,Flourensia angustifolia,MA,Mesoandina
Asteraceae,Flourensia,Flourensia angustifolia,PSH,Puna Húmeda y Seca
Asteraceae,Flourensia,Flourensia cajabambensis,MA,Mesoandina
Asteraceae,Flourensia,Flourensia macrophylla,MA,Mesoandina
Asteraceae,Flourensia,Flourensia peruviana,MA,Mesoandina
Asteraceae,Flourensia,Flourensia polycephala,MA,Mesoandina
Asteraceae,Galinsoga,Galinsoga caligensis,NA,Sin datos
Asteraceae,Gamochaeta,Gamochaeta cabrerae,PSH,Puna Húmeda y Seca
Asteraceae,Gamochaeta,Gamochaeta cabrerae,PAR,Páramo
Asteraceae,Gochnatia,Gochnatia patazina,MA,Mesoandina
Asteraceae,Gochnatia,Gochnatia vargasii,MA,Mesoandina
Asteraceae,Gochnatia,Gochnatia vernonioides,MA,Mesoandina
Asteraceae,Grindelia,Grindelia tarapacana var. verrucosa,MA,Mesoandina
Asteraceae,Grosvenoria,Grosvenoria coelocaulis,MA,Mesoandina
Asteraceae,Grosvenoria,Grosvenoria coelocaulis,PSH,Puna Húmeda y Seca
Asteraceae,Guevaria,Guevaria micranthera,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Guevaria,Guevaria micranthera,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Guevaria,Guevaria vargasii,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys albifluminis,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys albifluminis,AA,Altoandina
Asteraceae,Gynoxys,Gynoxys callacallana,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys capituliparva,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys caracensis,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys caracensis,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys cerrateana,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys colanensis,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys compressissima,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys compressissima,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys congestiflora,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Gynoxys,Gynoxys costihirsuta,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys cuatrecasasii,PAR,Páramo
Asteraceae,Gynoxys,Gynoxys cuatrecasasii,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys cusilluyocana,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys cutervensis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Gynoxys,Gynoxys cuzcoensis,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys cuzcoensis,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys dilloniana,PAR,Páramo
Asteraceae,Gynoxys,Gynoxys fallax,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys ferreyrae,PAR,Páramo
Asteraceae,Gynoxys,Gynoxys henrici,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Gynoxys,Gynoxys huanucona,NA,Sin datos
Asteraceae,Gynoxys,Gynoxys huasahuasis,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys hutchisonii,PAR,Páramo
Asteraceae,Gynoxys,Gynoxys hutchisonii,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys hypoleucophylla,PAR,Páramo
Asteraceae,Gynoxys,Gynoxys infralanata,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys infralanata,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys jelskii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Gynoxys,Gynoxys longistyla,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys longistyla,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys macrophylla,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Gynoxys,Gynoxys malcabalensis,PAR,Páramo
Asteraceae,Gynoxys,Gynoxys marcapatana,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys metcalfii,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys monzonensis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Gynoxys,Gynoxys myrtoides,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys nitida,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys oleifolia,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys pachyphylla,NA,Sin datos
Asteraceae,Gynoxys,Gynoxys pillahuatensis,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys pillahuatensis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Gynoxys,Gynoxys poggeana,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys poggeana,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys seleriana,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys soukupii,PAR,Páramo
Asteraceae,Gynoxys,Gynoxys subamplectens,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys subamplectens,BPM,Bosques Pluviales Montanos
Asteraceae,Gynoxys,Gynoxys tetroici,BS,Bosques Secos
Asteraceae,Gynoxys,Gynoxys tomentosissima,PAR,Páramo
Asteraceae,Gynoxys,Gynoxys vacana,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys visoensis,MA,Mesoandina
Asteraceae,Gynoxys,Gynoxys weberbaueri,NA,Sin datos
Asteraceae,Gynoxys,Gynoxys woytkowskii,PSH,Puna Húmeda y Seca
Asteraceae,Gynoxys,Gynoxys yananoensis,MA,Mesoandina
Asteraceae,Haplopappus,Haplopappus ferreyrae,MA,Mesoandina
Asteraceae,Haplopappus,Haplopappus ferreyrae,PSH,Puna Húmeda y Seca
Asteraceae,Haplopappus,Haplopappus viridialbus,MA,Mesoandina
Asteraceae,Hebeclinium,Hebeclinium beneolens,MA,Mesoandina
Asteraceae,Hebeclinium,Hebeclinium beneolens,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Hebeclinium,Hebeclinium vestitum,NA,Sin datos
Asteraceae,Heliopsis,Heliopsis decumbens,MA,Mesoandina
Asteraceae,Heliopsis,Heliopsis decumbens,PAR,Páramo
Asteraceae,Helogyne,Helogyne calocephala,PAR,Páramo
Asteraceae,Helogyne,Helogyne ferreyrae,MA,Mesoandina
Asteraceae,Helogyne,Helogyne hutchisonii,DST,Desierto Semicálido Tropical
Asteraceae,Heterosperma,Heterosperma ferreyrii,DST,Desierto Semicálido Tropical
Asteraceae,Hieracium,Hieracium adenoconum,MA,Mesoandina
Asteraceae,Hieracium,Hieracium cacrayense,MA,Mesoandina
Asteraceae,Hieracium,Hieracium comasinum,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Hieracium,Hieracium frigidulans,MA,Mesoandina
Asteraceae,Hieracium,Hieracium infravillosulum,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Hieracium,Hieracium mathewsii,NA,Sin datos
Asteraceae,Hieracium,Hieracium peruanum var. ayavacanum,MA,Mesoandina
Asteraceae,Hieracium,Hieracium peruanum var. ayavacanum,PAR,Páramo
Asteraceae,Hieracium,Hieracium tallenganum,AA,Altoandina
Asteraceae,Hieracium,Hieracium weberbauerianum,NA,Sin datos
Asteraceae,Holoschkuhria,Holoschkuhria tetramera,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Hughesia,Hughesia reginae,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Hypochaeris,Hypochaeris mucida,PSH,Puna Húmeda y Seca
Asteraceae,Jalcophila,Jalcophila peruviana,PAR,Páramo
Asteraceae,Jungia,Jungia amplistipula,MA,Mesoandina
Asteraceae,Jungia,Jungia gracilis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Jungia,Jungia schuerae,MA,Mesoandina
Asteraceae,Jungia,Jungia stuebelii,PSH,Puna Húmeda y Seca
Asteraceae,Jungia,Jungia vitocensis,MA,Mesoandina
Asteraceae,Jungia,Jungia vitocensis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Kaunia,Kaunia eucosmoides,NA,Sin datos
Asteraceae,Koanophyllon,Koanophyllon flexilis,MA,Mesoandina
Asteraceae,Koanophyllon,Koanophyllon huantae,MA,Mesoandina
Asteraceae,Koanophyllon,Koanophyllon juninense,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Koanophyllon,Koanophyllon sagasteguii,MA,Mesoandina
Asteraceae,Lepidaploa,Lepidaploa davidsmithii,BPM,Bosques Pluviales Montanos
Asteraceae,Lepidaploa,Lepidaploa ferreyrae,MA,Mesoandina
Asteraceae,Lepidaploa,Lepidaploa rimachii,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Lepidaploa,Lepidaploa sanmartinensis,BHA,Bosques Húmedos Amazónicos
Asteraceae,Liabum,Liabum diehlii,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Liabum,Liabum ferreyrii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Liabum,Liabum macbridei,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Liabum,Liabum nudicaule,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Liabum,Liabum sandemannii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Liabum,Liabum saundersii,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Liabum,Liabum vargasii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Liabum,Liabum wurdackii,BS,Bosques Secos
Asteraceae,Liabum,Liabum wurdackii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Llerasia,Llerasia hutchisonii,MA,Mesoandina
Asteraceae,Llerasia,Llerasia pascoensis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Llerasia,Llerasia sanmartinensis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Loricaria,Loricaria lycopodinea,PSH,Puna Húmeda y Seca
Asteraceae,Loricaria,Loricaria lycopodinea,PAR,Páramo
Asteraceae,Loricaria,Loricaria thuyoides var. stuebelii,PAR,Páramo
Asteraceae,Luciliocline,Luciliocline plicatifolia,MA,Mesoandina
Asteraceae,Luciliocline,Luciliocline plicatifolia,PAR,Páramo
Asteraceae,Luciliocline,Luciliocline spathulifolia,PAR,Páramo
Asteraceae,Lycoseris,Lycoseris peruviana,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania areolata,BPM,Bosques Pluviales Montanos
Asteraceae,Mikania,Mikania arthroclada,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania brevifaucia,MA,Mesoandina
Asteraceae,Mikania,Mikania brevifaucia,BPM,Bosques Pluviales Montanos
Asteraceae,Mikania,Mikania brooksii,BHA,Bosques Húmedos Amazónicos
Asteraceae,Mikania,Mikania bulbisetifera,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania bulbisetifera,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania bullata,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania carnosa,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania conglomerata,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania conglomerata,BHA,Bosques Húmedos Amazónicos
Asteraceae,Mikania,Mikania crassifolia,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania cutervensis,MA,Mesoandina
Asteraceae,Mikania,Mikania dudleyi,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania filicifolia,MA,Mesoandina
Asteraceae,Mikania,Mikania filicifolia,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania filicifolia,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania glandulifera,BHA,Bosques Húmedos Amazónicos
Asteraceae,Mikania,Mikania hensoldiana,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania hexagonocaulis,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania huanucoensis,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania infesta,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania inornata,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania iquitosensis,BHA,Bosques Húmedos Amazónicos
Asteraceae,Mikania,Mikania jelskii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania lancifolia,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania lasiopoda,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania lasiopoda,BHA,Bosques Húmedos Amazónicos
Asteraceae,Mikania,Mikania macrostipulata,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania oreopola,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania oreopola,BMHP,Bosques Muy Húmedos Premontanos
Asteraceae,Mikania,Mikania oreopola,BHA,Bosques Húmedos Amazónicos
Asteraceae,Mikania,Mikania parvicapitulata,BPM,Bosques Pluviales Montanos
Asteraceae,Mikania,Mikania pendula,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania shushunensis,BHA,Bosques Húmedos Amazónicos
Asteraceae,Mikania,Mikania tambillensis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mikania,Mikania violaefolia,BPM,Bosques Pluviales Montanos
Asteraceae,Mikania,Mikania wurdackii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Monactis,Monactis flaverioides,MA,Mesoandina
Asteraceae,Monactis,Monactis hieronymi,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Monactis,Monactis jelskii,NA,Sin datos
Asteraceae,Monactis,Monactis wurdackii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Munnozia,Munnozia affinis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Munnozia,Munnozia angusta,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Munnozia,Munnozia convencionensis,NA,Sin datos
Asteraceae,Munnozia,Munnozia ferreyrii,MA,Mesoandina
Asteraceae,Munnozia,Munnozia herrerae,BPM,Bosques Pluviales Montanos
Asteraceae,Munnozia,Munnozia herrerae,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Munnozia,Munnozia lanceolata,MA,Mesoandina
Asteraceae,Munnozia,Munnozia luyensis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Munnozia,Munnozia olearioides,PAR,Páramo
Asteraceae,Munnozia,Munnozia oxyphylla,NA,Sin datos
Asteraceae,Munnozia,Munnozia peruensis,BPM,Bosques Pluviales Montanos
Asteraceae,Munnozia,Munnozia sagasteguii,MA,Mesoandina
Asteraceae,Munnozia,Munnozia silphioides,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Munnozia,Munnozia smithii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Munnozia,Munnozia trinervis,MA,Mesoandina
Asteraceae,Mutisia,Mutisia arequipensis,MA,Mesoandina
Asteraceae,Mutisia,Mutisia arequipensis,PSH,Puna Húmeda y Seca
Asteraceae,Mutisia,Mutisia mathewsii,PSH,Puna Húmeda y Seca
Asteraceae,Mutisia,Mutisia mathewsii,AA,Altoandina
Asteraceae,Mutisia,Mutisia pulcherrima,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Mutisia,Mutisia rauhii,MA,Mesoandina
Asteraceae,Mutisia,Mutisia venusta,MA,Mesoandina
Asteraceae,Mutisia,Mutisia venusta,PSH,Puna Húmeda y Seca
Asteraceae,Mutisia,Mutisia wurdackii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Neocuatrecasia,Neocuatrecasia cuzcoensis,PSH,Puna Húmeda y Seca
Asteraceae,Neocuatrecasia,Neocuatrecasia dispar,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Neocuatrecasia,Neocuatrecasia hirtella,PSH,Puna Húmeda y Seca
Asteraceae,Neocuatrecasia,Neocuatrecasia mancoana,PSH,Puna Húmeda y Seca
Asteraceae,Neocuatrecasia,Neocuatrecasia sandiensis,PSH,Puna Húmeda y Seca
Asteraceae,Neocuatrecasia,Neocuatrecasia sessilifolia,PSH,Puna Húmeda y Seca
Asteraceae,Neocuatrecasia,Neocuatrecasia weddellii,PSH,Puna Húmeda y Seca
Asteraceae,Nothobaccharis,Nothobaccharis candolleana,MDE,Matorral Desértico
Asteraceae,Noticastrum,Noticastrum macbridei,MA,Mesoandina
Asteraceae,Onoseris,Onoseris acerifolia,MDE,Matorral Desértico
Asteraceae,Onoseris,Onoseris acerifolia,BS,Bosques Secos
Asteraceae,Onoseris,Onoseris amplexicaulis,MDE,Matorral Desértico
Asteraceae,Onoseris,Onoseris annua,MDE,Matorral Desértico
Asteraceae,Onoseris,Onoseris annua,MA,Mesoandina
Asteraceae,Onoseris,Onoseris cabrerae,BS,Bosques Secos
Asteraceae,Onoseris,Onoseris castelnaeana,MA,Mesoandina
Asteraceae,Onoseris,Onoseris chrysactinioides,MA,Mesoandina
Asteraceae,Onoseris,Onoseris cummingii,DCT,Desierto Cálido Tropical
Asteraceae,Onoseris,Onoseris humboldtiana,DST,Desierto Semicálido Tropical
Asteraceae,Onoseris,Onoseris linearifolia,MDE,Matorral Desértico
Asteraceae,Onoseris,Onoseris linearifolia,MA,Mesoandina
Asteraceae,Onoseris,Onoseris lopezii,DST,Desierto Semicálido Tropical
Asteraceae,Onoseris,Onoseris lopezii,MA,Mesoandina
Asteraceae,Onoseris,Onoseris macbridei,MDE,Matorral Desértico
Asteraceae,Onoseris,Onoseris macbridei,MA,Mesoandina
Asteraceae,Onoseris,Onoseris minima,MDE,Matorral Desértico
Asteraceae,Onoseris,Onoseris odorata,DST,Desierto Semicálido Tropical
Asteraceae,Onoseris,Onoseris odorata,MDE,Matorral Desértico
Asteraceae,Onoseris,Onoseris odorata,MA,Mesoandina
Asteraceae,Onoseris,Onoseris weberbaueri,BS,Bosques Secos
Asteraceae,Ophryosporus,Ophryosporus apricus,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Ophryosporus,Ophryosporus bipinnatifidus,DST,Desierto Semicálido Tropical
Asteraceae,Ophryosporus,Ophryosporus ferreyrii,MA,Mesoandina
Asteraceae,Ophryosporus,Ophryosporus ferreyrii,PSH,Puna Húmeda y Seca
Asteraceae,Ophryosporus,Ophryosporus galioides,DST,Desierto Semicálido Tropical
Asteraceae,Ophryosporus,Ophryosporus galioides,MDE,Matorral Desértico
Asteraceae,Ophryosporus,Ophryosporus galioides,MA,Mesoandina
Asteraceae,Ophryosporus,Ophryosporus hartwegii,NA,Sin datos
Asteraceae,Ophryosporus,Ophryosporus hoppii,MA,Mesoandina
Asteraceae,Ophryosporus,Ophryosporus macbridei,MA,Mesoandina
Asteraceae,Ophryosporus,Ophryosporus mathewsii,NA,Sin datos
Asteraceae,Ophryosporus,Ophryosporus ovatus,NA,Sin datos
Asteraceae,Ophryosporus,Ophryosporus pubescens,DST,Desierto Semicálido Tropical
Asteraceae,Ophryosporus,Ophryosporus pubescens,MDE,Matorral Desértico
Asteraceae,Ophryosporus,Ophryosporus sagasteguii,MA,Mesoandina
Asteraceae,Oritrophium,Oritrophium aciculifolium,PAR,Páramo
Asteraceae,Oritrophium,Oritrophium callacallense,NA,Sin datos
Asteraceae,Oritrophium,Oritrophium hirtopilosum,PAR,Páramo
Asteraceae,Oyedaea,Oyedaea oxylepis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Oyedaea,Oyedaea wedelioides,BHA,Bosques Húmedos Amazónicos
Asteraceae,Pappobolus,Pappobolus acuminatus,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Pappobolus,Pappobolus acutifolia,MDE,Matorral Desértico
Asteraceae,Pappobolus,Pappobolus acutifolia,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus amoenus var. amoenus,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus amoenus var. lambayequensis,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus andinus,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus cajamarcensis,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus cinerascens,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus davidii,PSH,Puna Húmeda y Seca
Asteraceae,Pappobolus,Pappobolus decumbens,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus decumbens,PAR,Páramo
Asteraceae,Pappobolus,Pappobolus discolor,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus discolor,PAR,Páramo
Asteraceae,Pappobolus,Pappobolus hutchisonii,BS,Bosques Secos
Asteraceae,Pappobolus,Pappobolus jelskii,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus jelskii,PAR,Páramo
Asteraceae,Pappobolus,Pappobolus lanatus var. lanatus,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus lanatus var. sanctae,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus lodicatus,PAR,Páramo
Asteraceae,Pappobolus,Pappobolus mathewsii var. mathewsii,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus mathewsii var. occidentalis,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus mathewsii var. viridifolius,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus microphyllus var. microphyllus,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus microphyllus var. microphyllus,PAR,Páramo
Asteraceae,Pappobolus,Pappobolus microphyllus var. dillonii,PAR,Páramo
Asteraceae,Pappobolus,Pappobolus microphyllus var. libertadianus,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus microphyllus var. soukupii,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus mollicomus,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus sagasteguii,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus sagasteguii,BS,Bosques Secos
Asteraceae,Pappobolus,Pappobolus sanchezii,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus senex,NA,Sin datos
Asteraceae,Pappobolus,Pappobolus smithii,PAR,Páramo
Asteraceae,Pappobolus,Pappobolus storkhortonianus,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus stuebelii,PAR,Páramo
Asteraceae,Pappobolus,Pappobolus subniveus,PAR,Páramo
Asteraceae,Pappobolus,Pappobolus szyszylowiczii,NA,Sin datos
Asteraceae,Pappobolus,Pappobolus verbesinoides,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus verbesinoides,PAR,Páramo
Asteraceae,Pappobolus,Pappobolus viridior,MA,Mesoandina
Asteraceae,Pappobolus,Pappobolus viridior,PSH,Puna Húmeda y Seca
Asteraceae,Pappobolus,Pappobolus woodsonianus,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Pappobolus,Pappobolus youngiorum,MA,Mesoandina
Asteraceae,Paracalia,Paracalia jungioides,MDE,Matorral Desértico
Asteraceae,Paracalia,Paracalia jungioides,MA,Mesoandina
Asteraceae,Paracalia,Paracalia lopezii,BS,Bosques Secos
Asteraceae,Paragynoxys,Paragynoxys lopezii,BS,Bosques Secos
Asteraceae,Paranephelius,Paranephelius bullatus,NA,Sin datos
Asteraceae,Paranephelius,Paranephelius ferreyrii,PAR,Páramo
Asteraceae,Paranephelius,Paranephelius wurdackii,PAR,Páramo
Asteraceae,Pectis,Pectis peruviana,BS,Bosques Secos
Asteraceae,Pentacalia,Pentacalia aclydiphylla,BPM,Bosques Pluviales Montanos
Asteraceae,Pentacalia,Pentacalia asplundii,BPM,Bosques Pluviales Montanos
Asteraceae,Pentacalia,Pentacalia bacopoides,BPM,Bosques Pluviales Montanos
Asteraceae,Monticalia,Monticalia barbourii,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Pentacalia,Pentacalia chachapoyensis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Pentacalia,Pentacalia cutervonis,BMHM,Bosques Muy Húmedos Montanos
Asteraceae,Pentacalia,Pentacalia davidsmithii,BMHM,Bosques Muy Húmedos Montanos
