accepted_name
Oritrophium hirtopilosum
Oyedaea oxylepis
Oyedaea wedelioides
Pappobolus acuminatus
Pappobolus acutifolia
Pappobolus amoenus var. amoenus
Pappobolus amoenus var. lambayequensis
Pappobolus andinus
Pappobolus cajamarcensis
Pappobolus cinerascens
Pappobolus davidii
Pappobolus decumbens
Pappobolus discolor
Pappobolus hutchisonii
Pappobolus jelskii
Pappobolus lanatus var. lanatus
Pappobolus lanatus var. sanctae
Pappobolus lodicatus
Pappobolus mathewsii var. mathewsii
Pappobolus mathewsii var. occidentalis
Pappobolus mathewsii var. viridifolius
Pappobolus microphyllus var. microphyllus
Pappobolus microphyllus var. dillonii
Pappobolus microphyllus var. libertadianus
Pappobolus microphyllus var. soukupii
Pappobolus mollicomus
Pappobolus sagasteguii
Pappobolus sanchezii
Pappobolus senex
Pappobolus smithii
Pappobolus storkhortonianus
Pappobolus stuebelii
Pappobolus subniveus
Pappobolus szyszylowiczii
Pappobolus verbesinoides
Pappobolus viridior
Pappobolus woodsonianus
Pappobolus youngiorum
Paracalia jungioides
Paracalia lopezii
Paragynoxys lopezii
Paranephelius bullatus
Paranephelius ferreyrii
Paranephelius wurdackii
Pectis peruviana
Pentacalia aclydiphylla
Pentacalia asplundii
Pentacalia bacopoides
Monticalia barbourii
Pentacalia chachapoyensis
Pentacalia cutervonis
Pentacalia davidsmithii
Pentacalia diplostephioides
Pentacalia divisoria
Pentacalia huallagana
Pentacalia huamaliensis
Pentacalia jalcana
Pentacalia lucidissima
Pentacalia maynasensis
Pentacalia megaphlebia
Pentacalia miniaurita
Pentacalia mucronatifolia
Pentacalia nunezii
Pentacalia petiolincrassata
Pentacalia pleniaurita
Pentacalia pomacochana
Pentacalia poyasensis
Pentacalia rufohirsuta
Pentacalia sagasteguii
Pentacalia tarapotensis
Pentacalia tillettii
Pentacalia todziae
Pentacalia urubambensis
Pentacalia vargasiana
Pentacalia vernicifolia
Pentacalia verticillata
Pentacalia wurdackii
