accepted_name,registro_dep
Stellilabium pseudobulbosum,Pasco
Stenia angustilabia,Cusco
Stenia aurorae,Junín
Stenia christensonii,Pasco
Stenia guttata,Huánuco
Stenia guttata,Pasco
Stenia lillianae,Junín
Stenia lillianae,San Martín
Stenia lueriorum,Pasco
Stenia pastorellii,San Martín
Stenia pustulosa,Junín
Stenia pustulosa,Pasco
Stenia wendiae,Junín
Stenoptera ciliaris,Cajamarca
Stenoptera ciliaris,Cusco
Stenoptera laxiflora,Huánuco
Stenoptera laxiflora,La Libertad
Stictophyllorchis peruviana,Loreto
Stigmatosema furcula,Sin_datos
Stigmatosema lunulata,Sin_datos
Sutrina bicolor,Sin_datos
Systeloglossum bennettii,Junín
Telipogon alegriae,Huancavelica
Telipogon antonietae,Junín
Telipogon ariasii,Junín
Telipogon atropurpurea,Piura
Telipogon auriculata,Junín
Telipogon campoverdei,Piura
Telipogon collantesii,Huancavelica
Telipogon cuscoensis,Cusco
Telipogon davidsonii,Piura
Telipogon fritillum,Sin_datos
Telipogon genegeorgei,Junín
Telipogon gnomus,Cajamarca
Telipogon gnomus,Huánuco
Telipogon gnomus,San Martín
Telipogon gymnostele,Sin_datos
Telipogon hauschildianus,Amazonas
Telipogon hauschildianus,Junín
Telipogon hercules,Sin_datos
Telipogon intis,Amazonas
Telipogon intis,Huánuco
Telipogon jucusbambae,San Martín
Telipogon lueri,Amazonas
Telipogon lueri,Huánuco
Telipogon machupicchuensis,Cusco
Telipogon mendiolae,Piura
Telipogon peruvianus,Cusco
Telipogon phalaenopsis,Amazonas
Telipogon phuyupatamarcensis,Cusco
Telipogon piyacnuensis,Pasco
Telipogon rhombipetalus,Cajamarca
Telipogon salinasiae,Cusco
Telipogon sayakoae,Pasco
Trichocentrum brevicalcaratum,Junín
Trichocentrum panduratum,Madre de Dios
Trichocentrum panduratum,San Martín
Trichocentrum pongratzianum,San Martín
Telipogon suarezii,Huancavelica
Telipogon tayacajaensis,Huancavelica
Telipogon urceolatus,Huánuco
Telipogon bennettii,Huánuco
Trichoceros dombeyi,Áncash
Trichoceros dombeyi,Cajamarca
Trichoceros dombeyi,Piura
Trichoceros hajekiorum,Lima
Trichoceros hajekiorum,La Libertad
Trichoceros tupaipi,Cajamarca
Trichopilia gracilis,Junín
Trichopilia juninensis,Huánuco
Trichopilia juninensis,Junín
Trichopilia mesoperuviensis,Huánuco
Trichopilia peruviana,Sin_datos
Trichopilia undulatissima,Pasco
Trichosalpinx dentialae,Cajamarca
Trichosalpinx gentryi,Pasco
Pendusalpinx glabra,Junín
Opilionanthe manningii,Sin_datos
Trichosalpinx pandurata,Junín
Pendusalpinx sijmii,Junín
Trigonidium aurorae,San Martín
Trigonidium christensonii,Pasco
Trigonidium loretoense,Amazonas
Trigonidium loretoense,San Martín
Trigonidium peruvianum,Junín
Trigonochilum callacallaense,Amazonas
Trigonochilum contaypacchaense,Junín
Trigonochilum gramazuense,Pasco
Trigonochilum llanachagaense,Pasco
Trigonochilum pseudomelanthes,Amazonas
Trigonochilum rubrocallosum,Pasco
Trisetella cordeliae,Huánuco
Trisetella regia,Amazonas
Vanilla hamata,Sin_datos
Vanilla ruiziana,Amazonas
Vanilla ruiziana,Huánuco
Vanilla weberbaueriana,Amazonas
Vanilla weberbaueriana,Junín
Helonoma peruviana,Huánuco
Warrea hookeriana,Junín
Xylobium elatum,Cusco
Xylobium elatum,Junín
Xylobium elatum,Loreto
Xylobium serratum,Pasco
Xylobium subpulchrum,Huánuco
Xylobium undulatum,Huánuco
Zootrophion leonii,Huancavelica
Bartsia aprica,Junín
Bartsia aprica,Pasco
Bartsia canescens,Áncash
Bartsia canescens,Apurímac
Bartsia canescens,Ayacucho
Bartsia canescens,Cusco
Bartsia canescens,Huánuco
Bartsia canescens,Huancavelica
Bartsia canescens,Junín
Bartsia canescens,Lima
Bartsia canescens,La Libertad
Bartsia crisafullii,Áncash
Bartsia crisafullii,Huánuco
Bartsia elachophylla,Amazonas
Bartsia elachophylla,Áncash
Bartsia elachophylla,Ayacucho
Bartsia elachophylla,Huánuco
Bartsia elachophylla,Huancavelica
Bartsia elachophylla,Junín
Bartsia elachophylla,Pasco
Bartsia flava,Áncash
Bartsia flava,Cajamarca
Bartsia inaequalis,Amazonas
Bartsia inaequalis,Ayacucho
Bartsia inaequalis,Huánuco
Bartsia inaequalis,Huancavelica
Bartsia inaequalis,Junín
Bartsia inaequalis,Pasco
Bartsia inaequalis,San Martín
Bartsia integrifolia,Apurímac
Bartsia integrifolia,Ayacucho
Bartsia integrifolia,Cusco
Bartsia pyricarpa,Amazonas
Bartsia pyricarpa,Áncash
Bartsia pyricarpa,Cajamarca
Bartsia pyricarpa,Huánuco
Bartsia pyricarpa,Junín
Bartsia pyricarpa,La Libertad
Bartsia pyricarpa,Lima
Bartsia pyricarpa,Pasco
Bartsia rigida,Huancavelica
Bartsia rigida,Junín
Bartsia rigida,Lima
Bartsia sericea,Cajamarca
Bartsia strigosa,Áncash
Bartsia strigosa,Junín
Bartsia strigosa,Lima
Bartsia strigosa,La Libertad
Bartsia tenuis,Cajamarca
Bartsia tenuis,La Libertad
Bartsia tomentosa,Áncash
Bartsia tomentosa,Cajamarca
Bartsia tomentosa,La Libertad
Bartsia tomentosa,Pasco
Bartsia tricolor,Áncash
Castilleja alpicola,La Libertad
Castilleja peruviana,Amazonas
Castilleja peruviana,Cajamarca
Castilleja peruviana,La Libertad
Castilleja profunda,Áncash
Castilleja profunda,Arequipa
Castilleja profunda,Ayacucho
Castilleja profunda,Cajamarca
Castilleja profunda,Huancavelica
Castilleja profunda,Lima
Castilleja pseudopallescens,Apurímac
Castilleja vadosa,Amazonas
Castilleja vadosa,Áncash
Castilleja vadosa,Cajamarca
Castilleja vadosa,La Libertad
Castilleja vadosa,Lima
Castilleja vadosa,Pasco
Castilleja virgatoides,Apurímac
Castilleja virgatoides,Ayacucho
Castilleja virgatoides,Cusco
Castilleja virgatoides,Junín
Castilleja virgatoides,Lambayeque
Castilleja virgatoides,La Libertad
Castilleja virgatoides,Lima
Biophytum amazonicum,Amazonas
Biophytum amazonicum,Cusco
Biophytum amazonicum,Huánuco
Biophytum amazonicum,Loreto
Biophytum foxii,Sin_datos
Biophytum tessmannii,Amazonas
Biophytum tessmannii,Huánuco
Hypseocharis pilgeri,Lima
Oxalis apurimacensis,Apurímac
Oxalis apurimacensis,Cusco
Oxalis bulbocastanum,Arequipa
Oxalis bulbocastanum,La Libertad
Oxalis bulbocastanum,Tacna
Oxalis carminea,Lima
Oxalis conventionensis,Cusco
Oxalis distincta,Amazonas
Oxalis distincta,Junín
Oxalis distincta,Pasco
Oxalis dudleii,Ayacucho
Oxalis humbertii,Huánuco
Oxalis humbertii,Junín
Oxalis libertatis,La Libertad
Oxalis lomana,Áncash
Oxalis lomana,Arequipa
Oxalis lomana,La Libertad
Oxalis lomana,Lambayeque
Oxalis lomana,Lima
Oxalis lomana,Moquegua
Oxalis lomana,Tacna
Oxalis lucumayensis,Cusco
Oxalis lucumayensis,Junín
Oxalis lucumayensis,Huánuco
Oxalis ortgiesii,Huánuco
Oxalis picchensis,Apurímac
Oxalis picchensis,Cusco
Oxalis pickeringii,Ayacucho
Oxalis pickeringii,Huánuco
Oxalis pickeringii,Huancavelica
Oxalis pickeringii,Lima
Oxalis ptychoclada var. trichocarpa,Huancavelica
Oxalis ptychoclada var. trichocarpa,Junín
Oxalis salticola,Huánuco
Oxalis sanmiguelii subsp. sanmiguelii,Cusco
Oxalis sanmiguelii,Cusco
Oxalis sanmiguelii,Huánuco
Oxalis semitruncata,Cusco
Oxalis vargasii,Cusco
Oxalis westii,Cusco
Oxalis williamsii,San Martín
Oxalis wurdackii,Amazonas
Passiflora amazonica,Amazonas
Passiflora amazonica,San Martín
Passiflora aristulata,Loreto
Passiflora aristulata,San Martín
Passiflora callacallensis,Amazonas
Passiflora cumbalensis var. macrochlamys,Huánuco
Passiflora cumbalensis var. mesadenia,Huánuco
Passiflora cumbalensis var. peruana,Cajamarca
Passiflora cumbalensis var. peruana,Piura
Passiflora cuzcoensis,Cusco
Passiflora frutescens,Huánuco
Passiflora heterohelix,San Martín
Passiflora huamachucoensis,La Libertad
Passiflora lanceolata,Amazonas
Passiflora leptoclada,Amazonas
Passiflora leptoclada,Loreto
Passiflora lobbii,Áncash
Passiflora lobbii,Cajamarca
Passiflora lobbii,Huánuco
Passiflora lobbii,La Libertad
Passiflora lobbii,Ayacucho
Passiflora lobbii,Huancavelica
Passiflora lobbii,Junín
Passiflora parvifolia,Amazonas
Passiflora parvifolia,Cusco
Passiflora parvifolia,Pasco
Passiflora parvifolia,San Martín
Passiflora pascoensis,Pasco
Passiflora peduncularis,Áncash
Passiflora peduncularis,Ayacucho
Passiflora peduncularis,Cajamarca
Passiflora peduncularis,Huancavelica
Passiflora peduncularis,La Libertad
Passiflora peduncularis,Lima
Passiflora peduncularis,Moquegua
Passiflora podlechii,Ayacucho
Passiflora podlechii,Huancavelica
Passiflora poeppigii,Loreto
Passiflora quadriflora,Cusco
Passiflora quadriflora,Huánuco
Passiflora quadriflora,San Martín
Passiflora raimondii,Cajamarca
Passiflora runa,Amazonas
Passiflora sagasteguii,Cajamarca
Passiflora sagasteguii,Lambayeque
Passiflora sagasteguii,La Libertad
Passiflora sanchezii,Cajamarca
Passiflora skiantha,Loreto
Passiflora tarapotina,San Martín
Passiflora tesserula,Áncash
Passiflora tesserula,San Martín
Passiflora trifoliata var. tarmensis,Huánuco
Passiflora trifoliata var. tarmensis,Junín
Passiflora trifoliata var. tarmensis,Pasco
Passiflora weberbaueri,Cusco
Passiflora weigendii,Pasco
Peperomia acutifolia,Huánuco
Peperomia acutifolia,San Martín
Peperomia aerea,Junín
Peperomia alatiscapa,Pasco
Peperomia alismaefolia,Sin_datos
Peperomia andina,Cajamarca
Peperomia andina,La Libertad
Peperomia anisophylla,Lima
Peperomia apurimacana,Ayacucho
Peperomia arborigaudens,Junín
Peperomia arboriseda var. arboriseda,Junín
Peperomia arboriseda var. moyobambana,San Martín
Peperomia arctebaccata,Junín
Peperomia arcuatispica,Pasco
Peperomia areolata,Huánuco
Peperomia areolata,Loreto
Peperomia areolata,San Martín
Peperomia artatiflora,Junín
Peperomia asplundii,Huánuco
Peperomia balsapuertana,Loreto
Peperomia binispica,Junín
Peperomia boekei,Amazonas
Peperomia caducifolia,Ayacucho
Peperomia calvescens,Pasco
Peperomia caniana,Huánuco
Peperomia cereoides,Cajamarca
Peperomia chrysotricha,Sin_datos
Peperomia ciliatifolia var. eciliatifolia,Loreto
Peperomia ciliatifolia var. iquitosana,Loreto
Peperomia columella,Amazonas
Peperomia cordulilimba,Puno
Peperomia cotoneasterifolia,Junín
Peperomia crinigera,Junín
Peperomia obtusifolia,Junín
Peperomia crusculibacca,Junín
Peperomia crystallina,Lima
Peperomia dasystachya,Amazonas
Peperomia deceptrix,Loreto
Peperomia deficiens,San Martín
Peperomia dendroides,Huánuco
Peperomia dendroides,Junín
Peperomia dendromorphis,Cusco
Peperomia dependens,Amazonas
Peperomia dependens,Cajamarca
Peperomia dependens,Huánuco
Peperomia diehliana,Cusco
Peperomia distractiflora,Junín
Peperomia dolabella,Cajamarca
Peperomia dolabriformis var. velutina,Cajamarca
Peperomia drapeta,Huánuco
Peperomia ellipticorhombea,Huánuco
Peperomia ellipticorhombea,San Martín
Peperomia enckeaefolia,Loreto
Peperomia enenyasensis,Pasco
Peperomia erythrocorma,Pasco
Peperomia erythrostachya,Pasco
Peperomia estrellana,Ayacucho
Peperomia exiguispica,Loreto
Peperomia exilamenta,San Martín
Peperomia exiliramea,Loreto
Peperomia falsa,Puno
Peperomia famelica,Junín
Peperomia ferreyrae,Amazonas
Peperomia ficta,Junín
Peperomia fissicola,Huánuco
Peperomia flabilis,Loreto
Peperomia flavamenta,Loreto
Peperomia flavescens var. lechleri,Puno
Peperomia flavescens var. markhami,Puno
Peperomia fortipes,Ayacucho
Peperomia fragilissima,Loreto
Peperomia furcata,Huánuco
Peperomia fuscispica,Huánuco
Peperomia gayi,Sin_datos
Peperomia gibba,San Martín
Peperomia gilberti,Cusco
Peperomia glabrirhachis,Huánuco
Peperomia glabrirhachis,Junín
Peperomia glabrirhachis,Pasco
Peperomia glareosa,Amazonas
Peperomia granulatifolia,Pasco
Peperomia guayrapurana,San Martín
Peperomia gucayana,Cusco
Peperomia haenkeana,La Libertad
Peperomia hamiltonianifolia,Sin_datos
Peperomia herrerae,Cusco
Peperomia heterostachya,Huánuco
Peperomia hispiduliformis var. ciliosa,Huánuco
Peperomia hispiduliformis var. ciliosa,Pasco
Peperomia huacachiana,Huánuco
Peperomia huallagana var. huallagana,Huánuco
Peperomia huallagana var. compacta,Junín
Peperomia huantana var. enenyasana,Pasco
Peperomia hyporhoda,Junín
Peperomia inaequilatera,Huánuco
Peperomia induratifolia,Junín
Peperomia lanosa,Huánuco
Peperomia lanuginosa,Cajamarca
Peperomia lechleriana,Puno
Peperomia lepadiphylla,Lima
Peperomia liclicensis,Cajamarca
Peperomia limaensis,Lima
Peperomia longipedunculata,Huánuco
Peperomia longipila,San Martín
Peperomia macbrideana,Huánuco
Peperomia macrorhiza,Cajamarca
Peperomia macrothyrsa,Amazonas
Peperomia majalis,Junín
Peperomia maransara,Cusco
Peperomia marshalliana,Huánuco
Peperomia marshalliana,Pasco
Peperomia marshalliana,San Martín
Peperomia martiana var. nervosa,Huánuco
Peperomia mathewsiana,Huánuco
Peperomia megalepis,Huánuco
Peperomia mercedana var. carpapatana,Junín
Peperomia metallica,Sin_datos
Peperomia microlepis,Junín
Peperomia micromamillata,Huánuco
Peperomia minuta,Áncash
Peperomia minuta,Cusco
Peperomia mishuyacana,Loreto
Peperomia modicilimba,Puno
Peperomia monostachya,Huánuco
Peperomia montana,Sin_datos
Peperomia muscigaudens,Puno
Peperomia naevifolia,Junín
Peperomia naviculaefolia,Pasco
Peperomia nigricans,Junín
Peperomia nivalis var. compacta,Cajamarca
Peperomia nonalata,San Martín
Peperomia nonhispidula,Lima
Peperomia obcordata,Sin_datos
Peperomia obcordatifolia,San Martín
Peperomia obliqua,Huánuco
Peperomia obliqua,Pasco
Peperomia obruenda,Junín
Peperomia ollantaitambona,Cusco
Peperomia opiziana,Sin_datos
Peperomia oxyphylla,Junín
Peperomia pachiteana,Huánuco
Peperomia pakipski,Puno
Peperomia palcana,Junín
Peperomia pampalcana,Ayacucho
Peperomia parva,Junín
Peperomia parvipunctulata,San Martín
Peperomia pavoniana,Sin_datos
Peperomia pearcei,Huánuco
Peperomia percalvescens,San Martín
Peperomia pereneana,Junín
Peperomia pergamentacea,Pasco
Peperomia perhispidula var. glabrescens,Cusco
Peperomia pertomentella,San Martín
Peperomia peruviana var. major,Cusco
Peperomia phyllantha,Sin_datos
Peperomia pichisensis,Junín
Peperomia pilifera,Huánuco
Peperomia pillahuatana,Cusco
Peperomia pinedoana,Junín
Peperomia playapampana,Huánuco
Peperomia pleiomorpha,Pasco
Peperomia plicatifolia,Puno
Peperomia plurispica,Huánuco
Peperomia polycephala,Cusco
Peperomia polymorpha,Ayacucho
Peperomia pontina,Junín
Peperomia ppucu-ppucu,Cusco
Peperomia praeruptorum,Cusco
Peperomia profissa,Junín
Peperomia prolifera,Amazonas
Peperomia pruinosifolia,Lima
Peperomia pseudogalapagensis,Lima
Peperomia pseudosalicifolia,Huánuco
Peperomia puberulaeformis,Ayacucho
Peperomia puberulibacca var. puberulibacca,Junín
Peperomia puberulibacca var. atricha,Huánuco
Peperomia puberulipes,Huánuco
Peperomia pubescentinervis,Huánuco
Peperomia pubiramea,Junín
Peperomia purpurea,Huánuco
Peperomia quadricoma,Junín
Peperomia quaerata,Junín
Peperomia quatrometralis,Pasco
Peperomia quispicanchiana,Cusco
Peperomia racemifolia,Pasco
Peperomia rhodophylla,Cusco
Peperomia rhombeifolia,Loreto
Peperomia rhombeoelliptica,Huánuco
Peperomia rhombeoelliptica,Junín
Peperomia rhombiformis,San Martín
Peperomia rhombilimba,Ayacucho
Peperomia rhombilimba,Huánuco
Peperomia rosea,Huánuco
Peperomia rubea,Loreto
Peperomia rubescens,Junín
Peperomia rubrispica,Pasco
Peperomia rufescens,Loreto
Peperomia rufescentifolia,San Martín
Peperomia rugatifolia var. rugatifolia,Junín
Peperomia rugatifolia var. exilispica,Junín
Peperomia rupiceda,Lima
Peperomia salicifolia,Sin_datos
Peperomia salmonicolor var. salmonicolor,San Martín
Peperomia salmonicolor var. viridis,San Martín
Peperomia sanbuenaventurana,Lima
Peperomia sandemanii,Junín
Peperomia sangabanensis,Puno
Peperomia sanroqueana,San Martín
Peperomia santacruzana,Sin_datos
Peperomia santiagoana,Amazonas
Peperomia sarcostachya var. sarcostachya,Loreto
Peperomia sarcostachya var. repens,Junín
Peperomia scabiosa,Huánuco
Peperomia scandens var. longispica,Loreto
Peperomia sclerophylla,San Martín
Peperomia scutaleifolia,Junín
Peperomia seposita,Junín
Peperomia smithii,Loreto
Peperomia soukupii,Cusco
Peperomia spectabilis,Sin_datos
Peperomia spiculata var. elliptica,Junín
Peperomia sprucei,San Martín
Peperomia strawii,Cajamarca
Peperomia strawii,La Libertad
Peperomia subdichotoma,Huánuco
Peperomia subflaccida,Loreto
Peperomia subsericata,Junín
Peperomia subsericata,Pasco
Peperomia subsericata,San Martín
Peperomia subvillicaulis,Cusco
Peperomia sylvatica,Huánuco
Peperomia tarapotana,San Martín
Peperomia tenuiramea,Huánuco
Peperomia teresitensis,Junín
Peperomia tetrica,Loreto
Peperomia timbuchiana,Loreto
Peperomia trullaefolia,Cusco
Peperomia trullaefolia,Lima
Peperomia umbelliformis,Lima
Peperomia umbelliformis,La Libertad
Peperomia umbilicata,Huánuco
Peperomia umbilicata,Lima
Peperomia uncatispica,Junín
Peperomia undeninervia,Junín
Peperomia vana,Junín
Peperomia variculata,Huánuco
Peperomia variculata,Pasco
Peperomia variifolia,Sin_datos
Peperomia venticosicarpa,Loreto
Peperomia verediana,Loreto
Peperomia viracochana,Cusco
Peperomia weberbaueri,Amazonas
Peperomia woytkowskii,Junín
Peperomia yananoensis var. yananoensis,Huánuco
Peperomia pilifera,Huánuco
Peperomia yapasana,Junín
Piper abditum,Loreto
Piper abditum,Madre de Dios
Piper achromatolepis,Loreto
Piper acutifolium var. stuebelii,Amazonas
Piper acutulum,Pasco
Piper admirabile,Huánuco
Piper adreptum,Loreto
Piper adreptum,San Martín
Piper affictum,Loreto
Piper affictum,San Martín
Piper afflictum,Loreto
Piper albiciliatum,Huánuco
Piper albogranulatum,Loreto
Piper albopapillatum,Junín
Piper allardii,Huánuco
Piper alveolatum,Huánuco
Piper alveolatum,Cusco
Piper amphitrichum,Junín
Piper anastylum,Pasco
Piper anonymum,Sin_datos
Piper apodum,Huánuco
Piper apurimacanum,Ayacucho
Piper apus,Junín
Piper araneatum,Junín
Piper arduum,Loreto
Piper areolatum,Amazonas
Piper arrectispicum,San Martín
Piper arreptum,Pasco
Piper ascendentispicum,Pasco
Piper asclepiadifolium,Loreto
Piper asplundii,Huánuco
Piper asterocarpum,Sin_datos
Piper attenuatamentum,Pasco
Piper azupizuanum,Pasco
Piper balsapuertanum,Loreto
Piper barbicuspe,Loreto
Piper barbulantherum,Piura
Piper brachytrichum,Ayacucho
Piper brevestrigillosum,Ayacucho
Piper brevipedunculum,Ayacucho
Piper brongniartii,Huánuco
Piper caballocochanum,Loreto
Piper cajamarcanum,Cajamarca
Piper calamistratum,Loreto
Piper callcanense,Sin_datos
Piper calvescentinerve,Pasco
Piper calvibaccum,Junín
Piper camphoriferum,Huánuco
Piper capillistipes,Loreto
Piper carrapanum,Ayacucho
Piper cassinoides,Huánuco
Piper celer,Loreto
Piper celsum,Junín
Piper celsum,Loreto
Piper chalhuapuquianum,Huánuco
Piper chanchamayanum,Ayacucho
Piper chanchamayanum,Junín
Piper chromatolepis,Loreto
Piper chrysoneurum,Loreto
Piper churumayu,Junín
Piper ciniflonis,Junín
Piper circumspectantis,Loreto
Piper cirratum,Loreto
Piper cispontinum,Junín
Piper claudicans,Loreto
Piper claudii,Sin_datos
Piper comasense,Junín
Piper conditum var. angustum,Loreto
Piper conispicum,Huánuco
Piper conispicum,Loreto
Piper conispicum,San Martín
Piper controversum,Huánuco
Piper criniovarium,Madre de Dios
Piper cumbasonum,Loreto
Piper cumbasonum,San Martín
Piper cupreatum,Loreto
Piper curvatum,Huánuco
Piper daedalum,Loreto
Piper daedalum,San Martín
Piper dasypodum,Junín
Piper dasypodum,San Martín
Piper demoratum,Junín
Piper dennisii,Amazonas
Piper desultorium,Junín
Piper dimetrale,Puno
Piper diversipilum,Pasco
Piper dulce,Huánuco
Piper durvilleanum,Huánuco
Piper ecallosum,Junín
Piper edurum,Ayacucho
Piper edurum,Junín
Piper elongatum var. mocco-mocco,Cusco
Piper elongatum var. mocco-mocco,Huancavelica
Piper elongatum var. salviaefolium,Huánuco
Piper endlicherianum,Huánuco
Piper enenyasense,Junín
Piper epunctatum,Loreto
Piper escaleranum,San Martín
Piper evingeri,Cajamarca
Piper excavatum,Huánuco
Piper excessum,San Martín
Piper factum,Huánuco
Piper factum,Loreto
Piper factum,San Martín
Piper faecatum,Loreto
Piper fagifolium,Loreto
Piper ferreyrae,Huánuco
Piper ferruginispicum,Loreto
Piper fortalezanum,Loreto
Piper fortalezanum,Pasco
Piper fulgentifolium,Huánuco
Piper fulvescenticaule,Loreto
Piper fuscispicum,Loreto
Piper gilvescens,Pasco
Piper gilvescens,San Martín
Piper gilvibaccum,Loreto
Piper glaberrimicaule,Ayacucho
Piper glabribaccum,Junín
Piper glabrius,Sin_datos
Piper gracile,Amazonas
Piper gracile,Huánuco
Piper granuligerum,Loreto
Piper granulosum,Huánuco
Piper granulosum,Junín
Piper granulosum,San Martín
Piper gratum var. gratum,Loreto
Piper gratum var. gratum,Madre de Dios
Piper gratum var. ingratum,Loreto
Piper griseocaule,Junín
Piper griseum,Huánuco
Piper heptandrum var. heptandrum,Huánuco
Piper heptandrum var. heptandrum,San Martín
Piper heptandrum var. crassispicum,Loreto
Piper herrerae,Cusco
Piper hookerianum,Amazonas
Piper huacachianum,Huánuco
Piper huacapistanum,Junín
Piper huallaganum,Huánuco
Piper huantanum,Ayacucho
Piper huantanum,Junín
Piper illautum,Sin_datos
Piper immite,Junín
Piper incomptum,Junín
Piper indecorum,Huánuco
Piper indecorum,Junín
Piper indecorum,Loreto
Piper indecorum,Ucayali
Piper indianonum,Loreto
Piper indiciflexum,Junín
Piper interitum,Junín
Piper intonsum,Junín
Piper intonsum,San Martín
Piper iquitosense,Loreto
Piper iquitosense,Pasco
Piper iquitosense,Ucayali
Piper itayanum var. itayanum,Loreto
Piper itayanum var. itayanum,Pasco
Piper itayanum var. antoniense,Loreto
Piper itayanum var. pichisense,Pasco
Piper itayanum var. sanjuanum,Loreto
Piper kanehiranum,Huánuco
Piper kimpitirikianum,Ayacucho
Piper klugianum,Loreto
Piper klugii,San Martín
Piper lamasense,San Martín
Piper lanosicaule,Junín
Piper lanosicaule,Pasco
Piper late-ovatum,San Martín
Piper laurinum,La Libertad
Piper leticianum var. tessmannii,Loreto
Piper leucophaeocaule,Junín
Piper leucophaeocaule,Loreto
Piper leucophaeum,San Martín
Piper lineatum var. cordulatum,Junín
Piper llatanum,Huánuco
Piper longeacuminatum,Junín
Piper longestamineum,Pasco
Piper loretoanum,Loreto
Piper macbrideanum,Junín
Piper machupicchuense,Cusco
Piper malifolium var. malifolium,Pasco
Piper malifolium var. mercedanum,Junín
Piper mansericheanum,Amazonas
Piper mansericheanum,Loreto
Piper margaritatum,San Martín
Piper martinense,San Martín
Piper mathewsii,Amazonas
Piper mazamariense,Junín
Piper mediocre,Loreto
Piper mediocre,San Martín
Piper mellibracteaum,Huánuco
Piper mercedense,Junín
Piper mikaniaefolium,Loreto
Piper mishuyacuense,Loreto
Piper mitifolium,Junín
Piper moccomocco var. moccomocco,Cusco
Piper moccomocco var. angustum,Cusco
Piper mohomoho,Cajamarca
Piper monzonense,Huánuco
Piper monzonense,Loreto
Piper moyobambanum,Amazonas
Piper moyobambanum,San Martín
Piper multimammosum var. multimammosum,Loreto
Piper multimammosum var. multimammosum,Pasco
Piper multimammosum var. multimammosum,San Martín
Piper munchanum var. latum,San Martín
Piper mundum,Loreto
Piper munyanum,Huánuco
Piper nanayanum,Loreto
Piper nasutum,Loreto
Piper neglectum,Huánuco
Piper neglectum,San Martín
Piper nuncupatum,Junín
Piper obesum,Junín
Piper oblongatifolium,Loreto
Piper oblongatilimbum,Loreto
Piper oblongatum,Huánuco
Piper obovatifolium,Loreto
Piper occultum,Loreto
Piper oculatispicum,Loreto
Piper offensum,Loreto
Piper ollantaitambanum,Cusco
Piper opizianum,Sin_datos
Piper ornithorhynchum,Ayacucho
Piper ostii,Amazonas
Piper ostii,Madre de Dios
Piper paganicum,Loreto
Piper pallididorsum,Junín
Piper papillipetiolatum,Loreto
Piper paraisense,Loreto
Piper paralaevigatum,Loreto
Piper parvicordulatum,Junín
Piper patens,Huánuco
Piper patentifolium,Junín
Piper paucartamboanum,Junín
Piper paulianifolium,Sin_datos
Piper pavonii,Junín
Piper pavonii,Loreto
Piper pebasense,Loreto
Piper perenense,Junín
Piper perenense,Pasco
Piper pernigricans,Loreto
Piper perpunctulatum,Loreto
Piper perpurgatum,Loreto
Piper pilosissimum,Cajamarca
Piper planipes,Junín
Piper politaereum var. politaereum,Junín
Piper politaereum var. politaereum,Loreto
Piper politaereum var. elongatum,Loreto
Piper politaereum var. mucronatum,Loreto
Piper politum var. politum,Loreto
Piper politum var. politum,San Martín
Piper politum var. pallidibracteum,San Martín
Piper ponganum,Amazonas
Piper pontis,Junín
Piper porveniricola,Junín
Piper positum,Loreto
Piper positum,Madre de Dios
Piper posusanum,Pasco
Piper pothophyllum,Loreto
Piper procerum,Junín
Piper pseudobarbatum,Áncash
Piper pseudocallosum,Huánuco
Piper pseudoflexuosum,Sin_datos
Piper pseudomatico,Huánuco
Piper pseudomatico,Junín
Piper pseudomollicomum var. dichotomum,Sin_datos
Piper pseudomunchanum,San Martín
Piper puberulescens,Amazonas
Piper puberulescens,Huánuco
Piper puberulescens,Loreto
Piper puberulescens,Madre de Dios
Piper puberuliciliatum,Huánuco
Piper pubibaccum,Huánuco
Piper pubibaccum,Junín
Piper pullispicum,Amazonas
Piper puniceum,Junín
Piper pygmaeum,Loreto
Piper quimirianum,Junín
Piper rasile,Pasco
Piper recensitum,Loreto
Piper recreoense,Loreto
Piper redactum,Amazonas
Piper reductipes var. reductipes,Loreto
Piper reductipes var. amplum,Loreto
Piper reductipes var. stenostachys,Loreto
Piper relaxatum,Loreto
Piper resalutatum,Junín
Piper restio,Pasco
Piper restrictum,Junín
Piper reticulatum,Loreto
Piper rhinostachyum,Junín
Piper riojanum,Amazonas
Piper riojanum,Huánuco
Piper riojanum,Junín
Piper riojanum,San Martín
Piper roqueanum,Amazonas
Piper roqueanum,Huánuco
Piper roqueanum,San Martín
Piper rubiginosum,Pasco
Piper rubribaccum,Pasco
Piper rugosibaccum,Loreto
Piper rugosilimbum,Loreto
Piper sagittifer,Loreto
Piper sagittifer,Madre de Dios
Piper sandianum,Puno
Piper sangorianum,Loreto
Piper sangorianum,Puno
Piper sanguineispicum,Loreto
Piper sannicolasense,Junín
Piper sanramonense,Junín
Piper sanroqueanum,Loreto
Piper sanroqueanum,San Martín
Piper santaritanum,Cusco
Piper sapotoanum,Loreto
Piper sapotoyacuense,Loreto
Piper satisfactum,Pasco
Piper scabiosifolium,Loreto
Piper scabricaule,Junín
Piper scabridulicaule,Amazonas
Piper scalariforme,Loreto
Piper scapispicum,Loreto
Piper schunkeanum,Junín
Piper sciaphilum,Huánuco
Piper secundum,Huánuco
